Set parameter Username
Academic license - for non-commercial use only - expires 2024-02-22
Warning: Gurobi version mismatch between Python 9.5.0 and C library 9.5.2
Set parameter TimeLimit to value 3600
Set parameter MIPGap to value 1e-06
Set parameter Threads to value 1
Gurobi Optimizer version 9.5.2 build v9.5.2rc0 (linux64)
Thread count: 4 physical cores, 4 logical processors, using up to 1 threads
Optimize a model with 4446 rows, 4342 columns and 18122 nonzeros
Model fingerprint: 0x8cae3cbe
Variable types: 4238 continuous, 104 integer (104 binary)
Coefficient statistics:
  Matrix range     [1e+00, 1e+02]
  Objective range  [5e-01, 5e+02]
  Bounds range     [1e+00, 1e+00]
  RHS range        [2e+01, 1e+02]
Presolve removed 129 rows and 76 columns
Presolve time: 0.03s
Presolved: 4317 rows, 4266 columns, 16715 nonzeros
Variable types: 4163 continuous, 103 integer (103 binary)
Found heuristic solution: objective 52000.000000

Root relaxation: objective 1.673315e+04, 3306 iterations, 0.18 seconds (0.22 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

 38580 15164 21809.4612   54   71 22240.5000 21693.0133  2.46%  74.1  540s
 38975 15340 22014.2421   53   76 22240.5000 21693.6779  2.46%  74.2  545s
 39344 15519 21725.6796   49   78 22240.5000 21695.0500  2.45%  74.3  550s
 39677 15689 22238.3988   71   47 22240.5000 21696.0205  2.45%  74.4  555s
 40019 15851 21781.5515   54   69 22240.5000 21697.0858  2.44%  74.4  560s
 40362 16021 22163.8052   58   72 22240.5000 21698.1477  2.44%  74.5  565s
 40727 16191 21765.8788   49   76 22240.5000 21699.8855  2.43%  74.6  570s
 41107 16370 22055.6179   57   67 22240.5000 21700.8275  2.43%  74.6  575s
 41295 16455 21771.7130   54   67 22240.5000 21701.2245  2.42%  74.6  584s
 41371 16502 22189.6642   57   70 22240.5000 21701.6131  2.42%  74.6  585s
 41693 16647 22067.4044   59   58 22240.5000 21702.6026  2.42%  74.8  590s
 42097 16818 22205.0731   60   68 22240.5000 21703.7538  2.41%  74.8  595s
 42426 16982 21967.3459   52   69 22240.5000 21704.6417  2.41%  74.8  600s
 42828 17151 22101.7814   61   59 22240.5000 21705.0853  2.41%  74.9  605s
 43212 17330 22226.1442   68   43 22240.5000 21706.1821  2.40%  74.9  610s
 43584 17518 21792.9043   50   74 22240.5000 21707.0541  2.40%  74.9  615s
 43934 17656 22157.9819   58   58 22240.5000 21707.7994  2.40%  75.1  620s
 44297 17824 22186.2755   64   43 22240.5000 21708.5700  2.39%  75.1  625s
 44647 18011 21855.3515   52   74 22240.5000 21709.4493  2.39%  75.2  630s
 45004 18196 21836.3715   52   72 22240.5000 21710.1036  2.38%  75.3  635s
 45377 18394 22223.9012   56   59 22240.5000 21711.2134  2.38%  75.3  640s
 45767 18576 22168.6901   54   72 22240.5000 21711.9925  2.38%  75.4  645s
 46142 18754 21733.2639   48   82 22240.5000 21712.9070  2.37%  75.3  650s
 46528 18937 21949.5832   55   73 22240.5000 21713.5249  2.37%  75.4  655s
 46889 19113 22210.5258   60   65 22240.5000 21714.0483  2.37%  75.4  660s
 47250 19274 22157.5448   64   64 22240.5000 21714.4687  2.37%  75.5  665s
 47592 19411 21798.5439   50   74 22240.5000 21715.0454  2.36%  75.6  670s
 47976 19599 21904.0679   58   54 22240.5000 21715.9386  2.36%  75.7  675s
 48293 19756 22197.0956   67   53 22240.5000 21716.6723  2.36%  75.7  680s
 48696 19952 22180.4968   67   40 22240.5000 21717.2822  2.35%  75.7  685s
 49082 20146 22210.4641   74   30 22240.5000 21718.2300  2.35%  75.7  690s
 49469 20306 22238.2014   60   64 22240.5000 21719.0780  2.34%  75.7  695s
 49817 20454     cutoff   67      22240.5000 21719.6056  2.34%  75.7  700s
 50224 20620 21865.6116   55   66 22240.5000 21720.4989  2.34%  75.8  705s
 50609 20787 21862.7195   49   72 22240.5000 21721.2983  2.33%  75.8  710s
 50982 20962 21962.4093   54   77 22240.5000 21721.6620  2.33%  75.8  715s
 51405 21185 22211.0474   65   58 22240.5000 21722.4709  2.33%  75.8  720s
 51792 21359     cutoff   60      22240.5000 21723.5125  2.32%  75.8  725s
 52176 21526 22214.7712   66   58 22240.5000 21724.2142  2.32%  75.8  730s
 52529 21694 22146.5225   53   68 22240.5000 21724.8089  2.32%  75.9  735s
 52921 21859 21977.5230   52   73 22240.5000 21725.7470  2.31%  75.9  740s
 53256 22006 22102.5783   59   68 22240.5000 21726.1815  2.31%  76.0  745s
 53640 22165 22201.3192   64   58 22240.5000 21726.8846  2.31%  76.0  750s
 54021 22325 22172.9686   57   68 22240.5000 21727.4416  2.31%  76.0  755s
 54389 22488 22159.3284   66   40 22240.5000 21728.2690  2.30%  76.1  760s
 54752 22665 22088.9538   70   41 22240.5000 21729.1842  2.30%  76.1  765s
 55133 22808 22043.7819   67   53 22240.5000 21729.6273  2.30%  76.1  770s
 55277 22884 22233.3090   63   46 22240.5000 21729.9063  2.30%  76.1  776s
 55526 23002 21850.4235   55   68 22240.5000 21730.5308  2.29%  76.2  780s
 55887 23168 21939.3171   53   69 22240.5000 21731.1679  2.29%  76.2  785s
 56272 23346 22102.3744   62   47 22240.5000 21732.0309  2.29%  76.3  790s
 56684 23505 21886.5864   51   68 22240.5000 21732.5805  2.28%  76.2  795s
 57039 23663 21784.0257   49   75 22240.5000 21733.1573  2.28%  76.2  800s
 57396 23864 22046.5727   55   70 22240.5000 21733.7791  2.28%  76.3  805s
 57752 24010 21827.4407   53   73 22240.5000 21734.4758  2.28%  76.3  810s
 58107 24174 22084.0760   60   66 22240.5000 21735.1802  2.27%  76.4  815s
 58492 24366 21973.4227   64   56 22240.5000 21735.6899  2.27%  76.4  820s
 58843 24517 21905.1574   56   73 22240.5000 21736.4393  2.27%  76.4  825s
 59145 24651 21851.0930   53   73 22240.5000 21736.8663  2.26%  76.5  830s
 59519 24792 22100.6889   65   48 22240.5000 21737.4003  2.26%  76.5  835s
 59896 24957 22000.6323   55   61 22240.5000 21738.1802  2.26%  76.5  840s
 60263 25110 22108.8555   56   72 22240.5000 21738.6345  2.26%  76.5  845s
 60662 25291 21979.6341   62   58 22240.5000 21739.4131  2.25%  76.5  850s
 60985 25456 22091.3394   64   57 22240.5000 21740.3483  2.25%  76.6  855s
 61323 25604 21877.3052   57   66 22240.5000 21740.8353  2.25%  76.6  860s
 61697 25756 22112.0431   60   58 22240.5000 21741.2887  2.24%  76.7  865s
 62042 25890 21866.1153   50   78 22240.5000 21741.8817  2.24%  76.7  870s
 62362 26019 22204.0348   68   50 22240.5000 21742.3948  2.24%  76.7  875s
 62740 26163 22017.1517   57   70 22240.5000 21743.0885  2.24%  76.8  880s
 63111 26350 22229.1414   65   55 22240.5000 21743.8399  2.23%  76.7  885s
 63463 26487 22238.3191   73   31 22240.5000 21744.3964  2.23%  76.8  890s
 63814 26637 21842.7742   53   68 22240.5000 21745.1010  2.23%  76.8  895s
 64166 26774 22184.1564   56   73 22240.5000 21745.9411  2.22%  76.9  900s
 64511 26907 21989.5646   60   69 22240.5000 21746.4102  2.22%  76.9  905s
 64877 27096 22202.1275   59   74 22240.5000 21747.1233  2.22%  76.9  910s
 65202 27230 22088.8321   57   63 22240.5000 21747.6988  2.22%  77.0  915s
 65536 27361 21842.2053   54   71 22240.5000 21748.1825  2.21%  77.0  920s
 65894 27521 22056.6901   57   72 22240.5000 21748.6419  2.21%  77.0  925s
 66207 27652     cutoff   67      22240.5000 21749.0749  2.21%  77.1  930s
 66565 27812 22132.6292   71   49 22240.5000 21749.7674  2.21%  77.1  935s
 66946 27970 22186.0359   59   71 22240.5000 21750.4147  2.20%  77.1  940s
 67314 28136 21836.6883   54   70 22240.5000 21750.8449  2.20%  77.1  945s
 67700 28299 21954.0094   53   76 22240.5000 21751.2155  2.20%  77.1  950s
 68031 28454 22016.0517   56   65 22240.5000 21751.6756  2.20%  77.2  955s
 68372 28595 22046.8277   65   55 22240.5000 21752.3951  2.19%  77.2  960s
 68689 28745 22234.0287   57   65 22240.5000 21752.9273  2.19%  77.2  965s
 69038 28880 22007.0155   51   71 22240.5000 21753.5035  2.19%  77.3  970s
 69403 29038 22083.7965   66   64 22240.5000 21753.9789  2.19%  77.3  975s
 69745 29207 22036.6481   61   44 22240.5000 21754.6756  2.18%  77.3  980s
 70097 29352 22016.9823   68   43 22240.5000 21755.1464  2.18%  77.4  985s
*70135 29253              89    22235.500000 21755.1464  2.16%  77.3  985s
