Set parameter Username
Academic license - for non-commercial use only - expires 2024-02-22
Warning: Gurobi version mismatch between Python 9.5.0 and C library 9.5.2
Set parameter TimeLimit to value 3600
Set parameter MIPGap to value 1e-06
Set parameter Threads to value 1
Gurobi Optimizer version 9.5.2 build v9.5.2rc0 (linux64)
Thread count: 4 physical cores, 4 logical processors, using up to 1 threads
Optimize a model with 4446 rows, 4342 columns and 18122 nonzeros
Model fingerprint: 0x81ce3956
Variable types: 4238 continuous, 104 integer (104 binary)
Coefficient statistics:
  Matrix range     [1e+00, 1e+02]
  Objective range  [2e-01, 2e+02]
  Bounds range     [1e+00, 1e+00]
  RHS range        [1e+01, 2e+02]
Presolve removed 129 rows and 76 columns
Presolve time: 0.03s
Presolved: 4317 rows, 4266 columns, 16718 nonzeros
Variable types: 4163 continuous, 103 integer (103 binary)
Found heuristic solution: objective 20800.000000

Root relaxation: objective 1.005106e+04, 3316 iterations, 0.10 seconds (0.10 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

 74772 25831 11469.4797   56   42 11470.8000 11332.6644  1.20%  39.0  500s
 75515 26073 11389.5676   49   56 11470.8000 11332.9324  1.20%  39.0  505s
 76423 26360 11453.1683   56   42 11470.8000 11333.4137  1.20%  39.0  510s
 77345 26670 11430.2621   62   40 11470.8000 11333.9921  1.19%  39.0  515s
 78233 26940 11425.1937   50   69 11470.8000 11334.4440  1.19%  39.0  520s
 79143 27199 11460.4272   48   82 11470.8000 11334.8606  1.19%  38.9  525s
 80060 27507 11407.2093   49   77 11470.8000 11335.3210  1.18%  38.9  530s
 80945 27775 11460.0668   51   69 11470.8000 11335.7616  1.18%  38.9  535s
 81855 28016 11372.1444   47   57 11470.8000 11336.1987  1.17%  38.9  540s
 82754 28288 11357.0571   43   82 11470.8000 11336.6290  1.17%  38.9  545s
 83665 28571 11398.7175   50   58 11470.8000 11336.9809  1.17%  38.9  550s
 84535 28846 11440.0924   47   73 11470.8000 11337.4830  1.16%  38.9  555s
 85287 29061 11447.2793   54   60 11470.8000 11337.8298  1.16%  38.9  560s
 86027 29292 11371.3593   48   64 11470.8000 11338.1780  1.16%  38.9  565s
 86882 29540 11463.1403   52   60 11470.8000 11338.5748  1.15%  38.9  570s
 87796 29821 11461.9006   48   76 11470.8000 11338.9979  1.15%  38.9  575s
 88681 30082 11467.2063   49   64 11470.8000 11339.3952  1.15%  38.9  580s
 89565 30329 11432.3305   48   64 11470.8000 11339.7402  1.14%  38.8  585s
 90508 30641 11438.3800   54   40 11470.8000 11340.1189  1.14%  38.8  590s
 91373 30858 11412.8200   47   63 11470.8000 11340.4452  1.14%  38.8  595s
 92284 31109     cutoff   56      11470.8000 11340.8252  1.13%  38.8  600s
 93173 31392 11424.7924   51   62 11470.8000 11341.2120  1.13%  38.8  605s
 94065 31653 11358.3575   47   65 11470.8000 11341.6454  1.13%  38.8  610s
 94990 31909 11388.7327   48   67 11470.8000 11342.1895  1.12%  38.8  615s
 95928 32200 11382.0294   49   58 11470.8000 11342.5268  1.12%  38.7  620s
 96846 32505 11457.8426   50   54 11470.8000 11342.9663  1.11%  38.7  625s
 97729 32751 11444.1080   59   33 11470.8000 11343.3282  1.11%  38.7  630s
 98593 33010 11407.1320   48   79 11470.8000 11343.6850  1.11%  38.7  635s
 99522 33306 11464.9729   52   64 11470.8000 11344.0940  1.10%  38.7  640s
 100426 33542 11377.1198   44   69 11470.8000 11344.4336  1.10%  38.7  645s
 101342 33775 11379.2084   49   67 11470.8000 11344.8097  1.10%  38.7  650s
 102223 33982     cutoff   56      11470.8000 11345.1995  1.09%  38.7  655s
 102831 34154     cutoff   56      11470.8000 11345.4628  1.09%  38.7  660s
 103717 34398     cutoff   54      11470.8000 11345.7566  1.09%  38.7  665s
 104621 34627 11380.0075   49   60 11470.8000 11346.2405  1.09%  38.7  670s
 105511 34882 11380.7191   46   69 11470.8000 11346.5294  1.08%  38.6  675s
 106405 35105 11469.8407   54   53 11470.8000 11346.8467  1.08%  38.6  680s
 107108 35309 11398.9792   51   63 11470.8000 11347.2235  1.08%  38.6  685s
 108030 35580 11461.5113   59   45 11470.8000 11347.5728  1.07%  38.6  690s
 108917 35837 11470.0762   53   43 11470.8000 11347.9090  1.07%  38.6  695s
 109808 36094 11364.5180   46   66 11470.8000 11348.2003  1.07%  38.6  700s
 110704 36363 11418.4017   52   48 11470.8000 11348.4734  1.07%  38.6  705s
 111578 36615 11380.5204   50   48 11470.8000 11348.7935  1.06%  38.6  710s
 112494 36843     cutoff   55      11470.8000 11349.0672  1.06%  38.6  715s
 113389 37063 11466.1657   54   38 11470.8000 11349.3680  1.06%  38.6  720s
 114321 37308 11428.8269   54   58 11470.8000 11349.6442  1.06%  38.5  725s
 115224 37567 11379.3733   50   79 11470.8000 11349.9351  1.05%  38.5  730s
 116109 37818 11384.8029   54   60 11470.8000 11350.2134  1.05%  38.5  735s
 116991 38032 11441.1083   54   34 11470.8000 11350.5622  1.05%  38.5  742s
 117507 38186 11463.7817   57   43 11470.8000 11350.7180  1.05%  38.5  745s
 118345 38394 11374.5448   47   69 11470.8000 11350.9785  1.04%  38.5  750s
 119218 38666     cutoff   55      11470.8000 11351.2827  1.04%  38.5  755s
 120097 38901     cutoff   54      11470.8000 11351.5858  1.04%  38.5  760s
 121013 39144 11430.7996   52   67 11470.8000 11351.9160  1.04%  38.5  765s
 121919 39347 11438.1976   50   62 11470.8000 11352.1836  1.03%  38.5  770s
 122833 39552 11417.1780   50   69 11470.8000 11352.5033  1.03%  38.4  775s
 123694 39791 11467.7310   53   59 11470.8000 11352.7380  1.03%  38.4  780s
 124587 40024 11428.5367   52   57 11470.8000 11353.1474  1.03%  38.4  785s
 125464 40241 11391.5928   49   64 11470.8000 11353.4744  1.02%  38.4  790s
 126366 40484 11441.3807   54   56 11470.8000 11353.7243  1.02%  38.4  795s
 127271 40699 11413.9878   49   56 11470.8000 11354.0230  1.02%  38.4  800s
 128088 40906 11466.1170   52   63 11470.8000 11354.3012  1.02%  38.4  805s
 128861 41102 11463.4774   51   53 11470.8000 11354.5409  1.01%  38.4  810s
 129782 41310 11426.5493   47   73 11470.8000 11354.8556  1.01%  38.4  815s
 130677 41524 11428.5693   52   62 11470.8000 11355.1548  1.01%  38.4  820s
 131658 41777 11379.8914   47   66 11470.8000 11355.5254  1.00%  38.3  825s
 132551 42034 11470.7031   52   43 11470.8000 11355.7691  1.00%  38.3  830s
 133340 42220 11413.3605   46   76 11470.8000 11355.9843  1.00%  38.3  835s
 134298 42433 11462.2393   53   57 11470.8000 11356.2384  1.00%  38.3  840s
 135205 42654 11418.8038   52   63 11470.8000 11356.5068  1.00%  38.3  845s
 136103 42868 11429.1162   47   67 11470.8000 11356.7151  0.99%  38.3  850s
 136993 43054 11400.2100   49   59 11470.8000 11357.0215  0.99%  38.3  855s
 137892 43269 11438.0589   57   47 11470.8000 11357.3192  0.99%  38.3  860s
 138811 43502 11439.1882   52   69 11470.8000 11357.5972  0.99%  38.3  865s
 139450 43644 11407.4153   50   70 11470.8000 11357.7690  0.99%  38.3  871s
 140046 43792 11466.7117   51   60 11470.8000 11357.9457  0.98%  38.3  875s
 140977 44006 11411.5796   55   44 11470.8000 11358.1906  0.98%  38.3  880s
 141942 44251 11386.5883   50   57 11470.8000 11358.4800  0.98%  38.2  885s
 142842 44473     cutoff   59      11470.8000 11358.7442  0.98%  38.2  890s
 143754 44711 11420.2040   55   58 11470.8000 11359.0366  0.97%  38.2  895s
 144642 44915 11389.3665   48   83 11470.8000 11359.2930  0.97%  38.2  900s
 145551 45109 11462.8666   58   37 11470.8000 11359.5184  0.97%  38.2  905s
 146508 45311 11414.0588   50   55 11470.8000 11359.7513  0.97%  38.2  910s
 147457 45512 11464.5712   62   40 11470.8000 11359.9806  0.97%  38.2  915s
 148219 45695 11455.9427   52   70 11470.8000 11360.2104  0.96%  38.1  920s
 149125 45917     cutoff   55      11470.8000 11360.4153  0.96%  38.1  925s
 150070 46147 11460.2118   53   64 11470.8000 11360.6674  0.96%  38.1  930s
 151004 46350 11380.6604   47   69 11470.8000 11360.9198  0.96%  38.1  935s
 151968 46593 11454.1687   54   50 11470.8000 11361.1454  0.96%  38.1  940s
 152912 46795 11458.4668   58   53 11470.8000 11361.3530  0.95%  38.1  945s
 153813 47002 11393.3202   47   66 11470.8000 11361.5652  0.95%  38.1  950s
 154601 47157 11417.5303   52   66 11470.8000 11361.7746  0.95%  38.1  955s
 155508 47350 11385.7737   51   51 11470.8000 11362.0052  0.95%  38.1  960s
 156431 47549 11391.5829   47   63 11470.8000 11362.2568  0.95%  38.1  965s
 157359 47768     cutoff   55      11470.8000 11362.4629  0.94%  38.0  970s
 158326 48031     cutoff   54      11470.8000 11362.6657  0.94%  38.0  975s
 159260 48217 11403.4555   48   69 11470.8000 11362.9360  0.94%  38.0  980s
 160142 48415 11453.4206   55   44 11470.8000 11363.1554  0.94%  38.0  985s
 161024 48597 11464.9581   58   32 11470.8000 11363.3596  0.94%  38.0  990s
 161944 48765 11388.2833   47   65 11470.8000 11363.5877  0.93%  38.0  995s
 162855 48968 11413.7114   51   47 11470.8000 11363.7902  0.93%  38.0 1000s
 163780 49147 11402.3211   50   65 11470.8000 11364.0107  0.93%  38.0 1005s
 164727 49334 11448.9743   53   63 11470.8000 11364.2274  0.93%  37.9 1010s
 165639 49512 11446.3379   52   43 11470.8000 11364.4289  0.93%  37.9 1015s
 166548 49695 11464.3517   53   65 11470.8000 11364.6704  0.93%  37.9 1020s
 167332 49866 11454.8683   56   57 11470.8000 11364.9158  0.92%  37.9 1025s
 168252 50057 11399.5087   53   41 11470.8000 11365.1876  0.92%  37.9 1030s
 169127 50253 11423.4688   52   60 11470.8000 11365.3665  0.92%  37.9 1035s
 169999 50406     cutoff   53      11470.8000 11365.5484  0.92%  37.9 1040s
 170307 50452 11460.5831   54   65 11470.8000 11365.6498  0.92%  37.9 1045s
