Set parameter Username
Academic license - for non-commercial use only - expires 2024-02-22
Warning: Gurobi version mismatch between Python 9.5.0 and C library 9.5.2
Set parameter TimeLimit to value 3600
Set parameter MIPGap to value 1e-06
Set parameter Threads to value 1
Gurobi Optimizer version 9.5.2 build v9.5.2rc0 (linux64)
Thread count: 4 physical cores, 4 logical processors, using up to 1 threads
Optimize a model with 468 rows, 4290 columns and 20826 nonzeros
Model fingerprint: 0xaa5114e4
Variable types: 4186 continuous, 104 integer (104 binary)
Coefficient statistics:
  Matrix range     [1e+00, 5e+03]
  Objective range  [3e+00, 1e+05]
  Bounds range     [1e+00, 1e+00]
  RHS range        [1e+00, 1e+02]
Presolve removed 103 rows and 1 columns
Presolve time: 0.03s
Presolved: 365 rows, 4289 columns, 18016 nonzeros
Variable types: 4186 continuous, 103 integer (103 binary)
Found heuristic solution: objective 114414.00000

Root relaxation: objective 2.199249e+04, 1261 iterations, 0.05 seconds (0.07 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

   513   401 36560.3083   28   77 46129.6000 26067.1619  43.5%  80.2   10s
H  736   513                    46112.600000 42656.9479  7.49%  75.5   14s
*  738   490             116    46108.600000 42656.9479  7.49%  75.3   14s
   785   522 43140.6829   55   39 46108.6000 42659.6572  7.48%  72.1   15s
H  820   523                    45959.600000 42659.6572  7.18%  69.8   15s
H  846   507                    45562.600000 42659.6572  6.37%  68.3   15s
H  966   541                    45437.800000 42686.1022  6.06%  63.1   16s
H  993   530                    45329.800000 42686.1022  5.83%  62.1   16s
H 1288   673                    45289.000000 42692.3399  5.73%  54.1   17s
H 1289   658                    45269.800000 42692.3399  5.69%  54.1   17s
H 2289  1328                    45147.000000 42707.6539  5.40%  40.8   19s
  2290  1331 42984.0492   49   52 45147.0000 42707.6539  5.40%  40.8   20s
H 4354  2886                    45106.000000 42725.1881  5.28%  34.6   24s
H 4355  2883                    45101.200000 42725.1881  5.27%  34.6   24s
H 4356  2882                    45096.400000 42725.1881  5.26%  34.6   24s
H 4357  2880                    45088.400000 42725.1881  5.24%  34.6   24s
H 4358  2879                    45085.400000 42725.1881  5.23%  34.6   24s
  4412  2924 42860.6727   45   63 45085.4000 42727.3270  5.23%  34.5   25s
H 4950  3207                    44963.033333 42733.3757  4.96%  33.7   26s
* 4952  3201              98    44961.400000 42733.3757  4.96%  33.7   26s
* 5685  3778              86    44950.000000 42736.6994  4.92%  32.8   28s
  6524  4406 43325.2667   54   43 44950.0000 42744.7667  4.91%  32.2   30s
  8428  5802 44292.1194   66   32 44950.0000 42757.5668  4.88%  31.1   35s
  9789  6795 42925.2429   42   74 44950.0000 42764.8735  4.86%  30.5   40s
 10203  7129 43242.3664   65   92 44950.0000 42766.0585  4.86%  30.4   56s
 10225  7144 43450.4005   67   99 44950.0000 42766.0585  4.86%  30.3   60s
H10227  6787                    44928.594157 42766.0585  4.81%  30.3   62s
 10240  6798 42949.0687   51   82 44928.5942 42766.0585  4.81%  30.7   65s
H11002  6869                    44888.600000 42766.0585  4.73%  30.7   68s
 11609  7124 42775.7867   53   83 44888.6000 42766.0585  4.73%  30.4   70s
*13234  7488             108    44872.400000 42777.0441  4.67%  30.2   74s
 13346  7542 43599.9953   89   25 44872.4000 42778.3271  4.67%  30.2   75s
 14682  8054 43598.4564   88   26 44872.4000 42795.2094  4.63%  30.3   80s
 16304  8719 44496.3365   89   25 44872.4000 42806.1870  4.60%  30.7   85s
 17703  9253 43662.1275   62   57 44872.4000 42815.8958  4.58%  30.8   91s
 18984  9712 43205.7422   69   45 44872.4000 42822.1009  4.57%  31.0   95s
 20273 10227 44854.9557   98   18 44872.4000 42826.6876  4.56%  31.2  100s
 21825 10859 43301.8095   59   68 44872.4000 42834.4291  4.54%  31.5  105s
 23522 11529     cutoff   93      44872.4000 42839.3135  4.53%  31.5  110s
 25286 12167 42895.3474   51   78 44872.4000 42844.3001  4.52%  31.6  115s
H25593 11987                    44871.600000 42845.5676  4.52%  31.6  116s
 26637 12399 42860.8923   58   75 44871.6000 42849.4769  4.51%  31.7  120s
 28287 13265 44624.5297   95   25 44871.6000 42854.6725  4.49%  32.0  125s
 29941 14461 43206.4435   67   43 44871.6000 42859.9412  4.48%  32.2  130s
