Set parameter Username
Academic license - for non-commercial use only - expires 2024-02-22
Warning: Gurobi version mismatch between Python 9.5.0 and C library 9.5.2
Set parameter TimeLimit to value 3600
Set parameter MIPGap to value 1e-06
Set parameter Threads to value 1
Gurobi Optimizer version 9.5.2 build v9.5.2rc0 (linux64)
Thread count: 4 physical cores, 4 logical processors, using up to 1 threads
Optimize a model with 468 rows, 4290 columns and 20826 nonzeros
Model fingerprint: 0x25bcf9d5
Variable types: 4186 continuous, 104 integer (104 binary)
Coefficient statistics:
  Matrix range     [1e+00, 5e+03]
  Objective range  [2e+01, 1e+05]
  Bounds range     [1e+00, 1e+00]
  RHS range        [1e+00, 2e+02]
Found heuristic solution: objective 81580.000000
Presolve removed 103 rows and 1 columns
Presolve time: 0.03s
Presolved: 365 rows, 4289 columns, 18016 nonzeros
Variable types: 4186 continuous, 103 integer (103 binary)

Root relaxation: objective 1.317312e+04, 567 iterations, 0.02 seconds (0.02 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

 198155 105260 16229.9265   63   61 16891.3984 16044.9875  5.01%  22.0  500s
 200115 106244 16510.1398   66   58 16891.3984 16045.5398  5.01%  22.0  505s
 202178 107344 16663.7272   68   50 16891.3984 16046.1912  5.00%  22.0  510s
 204291 108451 16613.0806   76   45 16891.3984 16046.8513  5.00%  22.0  515s
 206379 109512 16331.5314   69   55 16891.3984 16047.4172  5.00%  22.0  520s
 208433 110664 16144.4522   58   71 16891.3984 16048.0006  4.99%  22.0  525s
 210551 111831 16477.7404   66   55 16891.3984 16048.6689  4.99%  22.0  530s
 212631 112897 16885.9713   72   44 16891.3984 16049.3442  4.99%  22.0  535s
 214677 114024 16566.6189   66   51 16891.3984 16049.9242  4.98%  22.0  540s
 216644 115099 16815.0966   68   61 16891.3984 16050.5305  4.98%  22.0  545s
 218758 116249 16737.5781   78   48 16891.3984 16051.0357  4.98%  22.0  550s
 220855 117382 16198.9652   58   65 16891.3984 16051.5566  4.97%  22.1  555s
 222897 118459 16532.8092   71   56 16891.3984 16052.0897  4.97%  22.1  560s
 224474 119313 16701.5176   66   56 16891.3984 16052.4900  4.97%  22.1  565s
 226569 120361 16354.9020   68   54 16891.3984 16053.0779  4.96%  22.1  570s
 228604 121428 16067.0636   62   68 16891.3984 16053.5463  4.96%  22.1  575s
 230696 122490 16832.1877   77   48 16891.3984 16054.0942  4.96%  22.1  580s
 232775 123587 16812.3047   73   55 16891.3984 16054.7230  4.95%  22.1  585s
 234815 124690 16746.9148   66   58 16891.3984 16055.3234  4.95%  22.1  590s
 236839 125745 16213.5534   56   60 16891.3984 16055.9034  4.95%  22.1  595s
 238893 126784 16656.4542   73   54 16891.3984 16056.4008  4.94%  22.1  600s
 241008 127928 16316.7049   65   53 16891.3984 16056.8692  4.94%  22.1  605s
 243104 129016 16676.3549   70   53 16891.3984 16057.3125  4.94%  22.1  610s
 245220 130146 16178.8601   64   62 16891.3984 16057.7687  4.94%  22.1  615s
 246523 130805 16621.1509   65   59 16891.3984 16058.0582  4.93%  22.1  620s
 248571 131898 16817.6696   72   51 16891.3984 16058.5102  4.93%  22.1  625s
 250656 132975 16320.3685   64   64 16891.3984 16059.1473  4.93%  22.1  630s
 252789 134077 16548.2396   69   57 16891.3984 16059.6999  4.92%  22.1  635s
 254831 135138 16569.0614   73   52 16891.3984 16060.1781  4.92%  22.1  640s
 256802 136220 16629.1733   81   42 16891.3984 16060.6198  4.92%  22.1  645s
 258909 137340 16259.9040   62   64 16891.3984 16061.1911  4.91%  22.1  650s
 260994 138435 16641.1312   71   47 16891.3984 16061.6501  4.91%  22.1  655s
 263085 139554 16874.0142   77   45 16891.3984 16062.2538  4.91%  22.1  660s
 265123 140599 16328.5865   72   47 16891.3984 16062.8305  4.91%  22.1  665s
 266933 141537 16217.9533   60   64 16891.3984 16063.2452  4.90%  22.1  670s
 269040 142649 16157.9101   57   77 16891.3984 16063.7669  4.90%  22.1  675s
 271128 143745 16890.0782   72   51 16891.3984 16064.2775  4.90%  22.1  680s
 273190 144827 16719.7467   61   62 16891.3984 16064.7363  4.89%  22.1  685s
 275315 145942 16137.6535   63   63 16891.3984 16065.1881  4.89%  22.1  690s
 277304 147034 16763.2471   73   51 16891.3984 16065.5926  4.89%  22.1  695s
 279457 148193 16813.5069   83   40 16891.3984 16066.0820  4.89%  22.1  700s
 281523 149275 16675.5950   65   61 16891.3984 16066.6473  4.88%  22.1  705s
 283645 150375 16136.2741   62   64 16891.3984 16067.1589  4.88%  22.1  710s
 285823 151476 16720.5610   73   47 16891.3984 16067.6288  4.88%  22.1  715s
 287332 152228 16328.6220   66   57 16891.3984 16067.9477  4.87%  22.1  720s
 289394 153333 16375.4521   66   59 16891.3984 16068.4064  4.87%  22.1  725s
 291366 154378 16655.4404   73   50 16891.3984 16068.7340  4.87%  22.1  730s
 293439 155461 16573.8310   67   54 16891.3984 16069.3158  4.87%  22.1  735s
 295559 156506 16376.1734   65   57 16891.3984 16069.7829  4.86%  22.1  740s
 297378 157433 16260.6517   65   60 16891.3984 16070.2473  4.86%  22.1  745s
 299434 158538 16780.8819   77   43 16891.3984 16070.6811  4.86%  22.1  750s
 301476 159590 16495.4400   59   71 16891.3984 16071.0973  4.86%  22.1  755s
 303617 160704 16133.1436   61   65 16891.3984 16071.5904  4.85%  22.1  760s
 305684 161813 16105.3585   58   67 16891.3984 16072.0451  4.85%  22.1  765s
 307799 162907 16113.2881   57   73 16891.3984 16072.4674  4.85%  22.1  770s
 309731 163937 16463.1273   64   62 16891.3984 16072.8518  4.85%  22.1  775s
 311593 164873 16213.6825   64   64 16891.3984 16073.3060  4.84%  22.1  780s
 313485 165845 16832.2978   76   43 16891.3984 16073.7337  4.84%  22.0  785s
 315491 166908 16090.0747   56   71 16891.3984 16074.1538  4.84%  22.1  790s
 317612 168050 16368.2455   61   62 16891.3984 16074.5459  4.84%  22.1  795s
 319638 169095 16484.2408   73   49 16891.3984 16075.0294  4.83%  22.1  800s
 321704 170155 16277.4784   59   69 16891.3984 16075.5073  4.83%  22.1  805s
 323769 171245 16772.7111   69   50 16891.3984 16075.8859  4.83%  22.1  810s
 325834 172296 16886.2993   74   49 16891.3984 16076.3850  4.83%  22.1  815s
 327863 173301 16499.2046   66   61 16891.3984 16076.7464  4.82%  22.1  820s
 329980 174364 16469.6489   66   65 16891.3984 16077.1641  4.82%  22.1  825s
